suite,dataset,method,config_id,search_param,repeat_id,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,build_time_ms,index_size_mb,peak_rss_mb,query_count,k,metric,threads,git_commit,implementation,raw_log,notes,n_repeats
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=420,median,0.9393444444444444,536.2045623685414,1864.9598869184654,1800.5594611167908,3022.5310474634157,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=460,median,0.9396,497.1925877954427,2011.2930573523045,1946.0096955299377,3256.084397435188,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=500,median,0.9398111111111112,463.89325617282833,2155.6683282057443,2083.849161863327,3490.383736789226,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=540,median,0.9399444444444445,435.0810410153813,2298.422375900878,2222.7969020605087,3716.1208689212795,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=580,median,0.9400444444444445,409.73633730986694,2440.5938867065643,2362.223342061043,3943.8106119632716,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=10,median,0.8738888888888889,4260.529357672055,234.71261809269586,226.8664538860321,305.2597865462302,492825.3519497812,979.0809955596924,1086.63671875,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=11,median,0.8814444444444445,3730.2570849415065,268.0780378480752,251.78305804729462,371.34923040866846,492825.3519497812,979.0809955596924,1087.796875,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=12,median,0.8879222222222222,3527.080756873456,283.52058513296976,261.90467178821564,425.30540376901627,492825.3519497812,979.0809955596924,1087.796875,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=13,median,0.8939666666666667,3626.2220058764146,275.7691058019797,268.5394138097763,349.59521144628513,492825.3519497812,979.0809955596924,1087.796875,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=14,median,0.8985777777777778,3436.2998998139956,291.0106885764334,283.48155319690704,365.3731197118758,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=15,median,0.9027444444444445,3057.4123627847084,327.07397018869716,309.22330915927887,444.2201927304265,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=16,median,0.9065111111111112,2970.141856991548,336.68425555030507,316.65898859500885,469.1913723945615,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
03_system_fair,dbpedia,OG-LVQ,LVQ4_R64_W400,W=17,median,0.9094555555555556,2956.588164134075,338.22769506110086,330.41276037693024,415.1154309511181,492825.3519497812,979.0809955596924,1087.80078125,9000,10,L2,64,not-a-git-repo,official Intel SVS python bindings (Vamana + LVQ),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/OG-LVQ/OG-LVQ.log,,1
