layer,dataset,method,storage_mode,phase,run_id,repeat_id,workers,search_dram_budget_gib,config_id,search_param,search_width,ablation,cache_mode,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,fixed_candidate_recall_at_10,mean_relative_error,p95_relative_error,pairwise_flip_rate,index_size_mb,resident_bytes,cache_bytes,cache_nodes,peak_rss_bytes,ours_4bit_payload_bytes,ours_8bit_payload_bytes,ours_adjacency_bytes,ours_fp32_base_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,source_suite,source_kernel,implementation_fingerprint,native_binary_sha256,input_manifest_sha256,source_index_manifest_sha256,query_split_sha256,query_order_sha256,query_order_seed,shared_graph_sha256,source_graph_sha256,graph_role,direct_io,native_aio,page_size,formal_ready,artifact_path,implementation_parity,git_commit,method_display
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=100,100,,standard,1,0.9975,1.22976,25435000.0,25033100.0,38379700.0,41989200.0,,,,,12021.6,8192,,,12288,,,,,3201.39,12805.6,52451700.0,25375400.0,25434900.0,112.648,25434900.0,6.08858,103.998,103.998,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=140,140,,standard,1,0.998375,0.92589,33724700.0,33345800.0,51717800.0,55832700.0,,,,,12021.6,8192,,,12288,,,,,4203.6,16814.4,68871800.0,33634400.0,33724600.0,118.762,33724600.0,7.25021,143.766,143.766,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=180,180,,standard,1,0.998625,0.752685,41486500.0,40773600.0,64586400.0,69491100.0,,,,,12021.6,8192,,,12288,,,,,5165.41,20661.6,84630000.0,41359300.0,41486400.0,121.468,41486400.0,10.1396,183.599,183.599,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=220,220,,standard,1,0.998875,0.633641,49245300.0,48600500.0,76298400.0,83097700.0,,,,,12021.6,8192,,,12288,,,,,6110.11,24440.4,100108000.0,49077900.0,49245100.0,124.945,49245100.0,12.5285,223.496,223.496,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=260,260,,standard,1,0.999125,0.550062,56700600.0,55193600.0,88365000.0,96874000.0,,,,,12021.6,8192,,,12288,,,,,7025.11,28100.4,115099000.0,56493400.0,56700500.0,149.698,56700500.0,12.7154,263.361,263.361,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=300,300,,standard,1,0.999125,0.484115,64352800.0,62638900.0,100767000.0,108358000.0,,,,,12021.6,8192,,,12288,,,,,7922.81,31691.2,129807000.0,63916300.0,64352600.0,166.615,64352600.0,20.7557,303.246,303.246,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=340,340,,standard,1,0.99925,0.438595,71260200.0,69540200.0,111566000.0,121171000.0,,,,,12021.6,8192,,,12288,,,,,8801.96,35207.8,144211000.0,70886200.0,71260000.0,151.805,71260000.0,14.6979,343.195,343.195,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=380,380,,standard,1,0.99925,0.399997,78146400.0,76028400.0,121617000.0,132910000.0,,,,,12021.6,8192,,,12288,,,,,9667.73,38670.9,158396000.0,77822000.0,78146200.0,174.737,78146200.0,11.3545,383.114,383.114,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=420,420,,standard,1,0.999125,0.367324,85064400.0,82748400.0,131418000.0,144447000.0,,,,,12021.6,8192,,,12288,,,,,10519.0,42076.0,172343000.0,84715500.0,85064200.0,146.769,85064200.0,10.897,423.055,423.055,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=460,460,,standard,1,0.99925,0.339648,91948000.0,89711300.0,142236000.0,156995000.0,,,,,12021.6,8192,,,12288,,,,,11358.2,45432.8,186093000.0,91537600.0,91947800.0,152.714,91947800.0,11.4129,462.984,462.984,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=500,500,,standard,1,0.999125,0.316658,98627500.0,95651700.0,152360000.0,168512000.0,,,,,12021.6,8192,,,12288,,,,,12180.8,48723.1,199570000.0,98167600.0,98627400.0,167.658,98627400.0,10.7455,502.934,502.934,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=540,540,,standard,1,0.999125,0.296399,105368000.0,101944000.0,161978000.0,179607000.0,,,,,12021.6,8192,,,12288,,,,,12998.1,51992.4,212961000.0,104837000.0,105368000.0,155.411,105368000.0,25.2468,542.893,542.893,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=580,580,,standard,1,0.999125,0.278917,111942000.0,108529000.0,173485000.0,191389000.0,,,,,12021.6,8192,,,12288,,,,,13804.0,55216.1,226165000.0,111337000.0,111942000.0,180.37,111942000.0,25.6451,582.825,582.825,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,10,10,db1+coalescing+reuse,standard,1,0.93175,167.78822778,144117.0635125,130360.081,302229.551,383654.777,,,,,1360.851931572,1019435246,26259456.0,76932.0,266657792,407003078.0,905562614.0,262619136.0,0.0,317.1125,317.1325,1298974.72,143240.47910625,148.43956375,83.985815,249.47330125,51.75705375,762.455,195.86875,761.455,301.6275,302.6275,302.5375,10.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,11,11,db1+coalescing+reuse,standard,1,0.946625,202.133917611,131343.832195,118595.124,238595.422,298087.985,,,,,1360.851931572,1019435246,26259456.0,76932.0,272257024,407003078.0,905562614.0,262619136.0,0.0,327.9125,327.9325,1343211.52,130439.9193375,155.53093375,84.101575,270.4066525,55.018735,792.03875,208.16375,791.03875,311.5925,312.5925,312.48875,11.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,12,12,db1+coalescing+reuse,standard,1,0.956875,174.35565866,154492.01246875,132732.827,309770.72,563969.686,,,,,1360.851931572,1019435246,26259456.0,76932.0,275771392,407003078.0,905562614.0,262619136.0,0.0,338.505,338.525,1386598.4,153564.94752125,158.6621925,83.3313425,274.21054625,57.22135125,822.69875,220.11625,821.69875,321.29,322.29,322.18125,12.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,13,13,db1+coalescing+reuse,standard,1,0.960125,156.37353225,174530.452925,145424.254,381393.479,498909.318,,,,,1360.851931572,1019435246,26259456.0,76932.0,278544384,407003078.0,905562614.0,262619136.0,0.0,348.27625,348.2975,1426626.56,173602.8614175,159.00066875,81.6447775,277.86826375,59.56348625,850.49125,231.2925,849.49125,330.24875,331.24875,331.13,13.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,14,14,db1+coalescing+reuse,standard,1,0.965375,153.244560379,176483.5227525,147793.01,355693.579,652149.669,,,,,1360.851931572,1019435246,26259456.0,76932.0,281174016,407003078.0,905562614.0,262619136.0,0.0,357.905,357.92625,1466065.92,175509.0727,169.41067,83.70285875,292.62585625,64.10912375,880.305,242.37125,879.305,339.0,340.0,339.875,14.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,15,15,db1+coalescing+reuse,standard,1,0.968125,166.944482911,156736.02908,145628.5,287013.511,372669.906,,,,,1360.851931572,1019435246,26259456.0,76932.0,283316224,407003078.0,905562614.0,262619136.0,0.0,366.97125,366.99375,1503206.4,155724.287225,173.58666375,83.83052125,302.82407125,67.97578125,907.5925,252.6275,906.5925,347.2375,348.2375,348.1075,15.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,16,16,db1+coalescing+reuse,standard,1,0.970625,150.522234361,178257.8690425,159371.665,342809.796,467371.368,,,,,1360.851931572,1019435246,26259456.0,76932.0,285798400,407003078.0,905562614.0,262619136.0,0.0,375.5975,375.6225,1538549.76,177219.40729625,176.42772375,84.663335,312.79306375,70.71961,936.92375,263.0125,935.92375,354.97,355.97,355.835,16.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,17,17,db1+coalescing+reuse,standard,1,0.972625,152.781203456,178119.72214625,162746.961,319681.394,418223.828,,,,,1360.851931572,1019435246,26259456.0,76932.0,288710656,407003078.0,905562614.0,262619136.0,0.0,384.17125,384.19875,1573678.08,177022.5756875,181.621785,86.14846,326.137305,76.7269125,964.88,273.06625,963.88,362.69375,363.69375,363.55375,17.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,18,18,db1+coalescing+reuse,standard,1,0.975625,129.366238271,202670.87814875,173763.859,366316.972,816085.644,,,,,1360.851931572,1019435246,26259456.0,76932.0,291106816,407003078.0,905562614.0,262619136.0,0.0,392.605,392.63375,1608227.84,201580.329815,184.21199,83.48848875,332.2906975,81.47674,992.9075,282.52375,991.9075,370.26125,371.26125,371.115,18.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,19,19,db1+coalescing+reuse,standard,1,0.976625,133.977704103,201975.21524125,184656.404,372971.551,518643.604,,,,,1360.851931572,1019435246,26259456.0,76932.0,293064704,407003078.0,905562614.0,262619136.0,0.0,400.69875,400.7275,1641379.84,200834.37884375,187.382535,84.9278375,339.40744625,84.22548875,1020.39125,291.69625,1019.39125,377.48,378.48,378.325,19.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,20,20,db1+coalescing+reuse,standard,1,0.97775,142.042172166,190417.68453375,180164.512,333433.324,429636.348,,,,,1360.851931572,1019435246,26259456.0,76932.0,295710720,407003078.0,905562614.0,262619136.0,0.0,408.73875,408.76875,1674316.8,189294.53192125,190.21918875,83.93752875,347.804685,86.1415225,1048.92125,300.71875,1047.92125,384.65625,385.65625,385.495,20.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,21,21,db1+coalescing+reuse,standard,1,0.97875,128.614511307,212791.5238125,194686.954,394072.594,493975.434,,,,,1360.851931572,1019435246,26259456.0,76932.0,297652224,407003078.0,905562614.0,262619136.0,0.0,416.49375,416.52375,1706081.28,211582.00927625,189.3571975,84.1593325,363.874765,90.72814875,1076.3625,309.535,1075.3625,391.535,392.535,392.36375,21.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,22,22,db1+coalescing+reuse,standard,1,0.979625,129.028219273,207684.190035,195630.475,366183.239,454925.844,,,,,1360.851931572,1019435246,26259456.0,76932.0,299982848,407003078.0,905562614.0,262619136.0,0.0,424.1025,424.13375,1737251.84,206449.04597875,195.86663125,84.72656125,373.49645875,93.7806425,1103.6075,318.16625,1102.6075,398.2925,399.2925,399.11125,22.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,23,23,db1+coalescing+reuse,standard,1,0.980125,126.259549802,210145.30608375,196056.945,366824.08,460611.192,,,,,1360.851931572,1019435246,26259456.0,76932.0,302604288,407003078.0,905562614.0,262619136.0,0.0,431.51875,431.55,1767628.8,208941.68523125,194.73556,82.631025,378.25174875,95.73349875,1130.6925,326.62,1129.6925,404.84625,405.84625,405.66,23.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
05c,agnews,Ours-Disk,hybrid_disk,,agnews_05c_rerun_20260901_152210,,32,2.0,beam1,24,24,db1+coalescing+reuse,standard,1,0.981125,121.725463256,222896.4216275,203067.863,391582.387,737766.557,,,,,1360.851931572,1019435246,26259456.0,76932.0,304263168,407003078.0,905562614.0,262619136.0,0.0,438.98375,439.0175,1798215.68,221633.6831825,202.13713125,83.69789625,392.59583,98.53271,1157.78875,335.0075,1156.78875,411.44375,412.44375,412.25,24.0,0.0,800,,ExRaBitQ4 symmetric Vamana + DB1 x INT8 production search,05c-ours-release-native-odirect-v2,,,,,,,,,,True,True,4096,,,passed,b50cf04323ed5196b80e97cf7e6cbdceccffacc7,Ours-Disk
